,title,firstimage,cat1,cat2,cat3,addr1,mapx,mapy,overview,Rating,Reviews,overview_prep,tokenizing
864,소라횟집,http://tong.visitkorea.or.kr/cms/resource/20/1827420_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,126.8463054731,33.5325096853,"[제주시 구좌읍 세화리에 있는 소라횟집]
세화5일장 옆에 있는 소라횟집은 물회, 우럭매운탕 등 다양한 메뉴를 제공한다. 원양산 재료를 사용하는 갈치구이, 갈치조림을 제외한 모든 메뉴는 국내산 재료를 사용하여 제공한다.",4.2,(396),제주시 구좌읍 세화리에 있는 소라횟집세화일장 옆에 있는 소라횟집은 물회 우럭매운탕 등 다양한 메뉴를 제공한다 원양산 재료를 사용하는 갈치구이 갈치조림을 제외한 모든 메뉴는 국내산 재료를 사용하여 제공한다,제주시 구좌읍 화리 소라 횟집 화일 옆 소라 횟집 물회 우럭 매운탕 다양하다 메뉴 제공 양산 재료 사용 갈치 구이 갈치 조림 제외 모든 메뉴 국내 산 재료 사용 제공
865,소리원,http://tong.visitkorea.or.kr/cms/resource/12/2894412_image2_1.jpg,A05,A0502,A05020400,제주특별자치도 제주시 연동12길 37,126.4932011692,33.4825012221,"소리원은 제주시 연동에 있는 중식당이다. 도민 맛집으로 소문이 나면서 저지리에 분점도 있다. 인기 메뉴인 간짜장은 센 불로 빠르게 볶아내어 신선한 식감이 살아있고, 양도 많다. 짬뽕은 삼선 고추짬뽕이 인기인데 채소와 해물이 푸짐하고 얼큰하다. 관광지가 아닌 도민 상대 영업을 하다 보니 가성비가 좋아 많이 찾는다. 주변 여행지로 한라수목원, 민오름 등이 있다.",4.2,(658),소리원은 제주시 연동에 있는 중식당이다 도민 맛집으로 소문이 나면서 저지리에 분점도 있다 인기 메뉴인 간짜장은 센 불로 빠르게 볶아내어 신선한 식감이 살아있고 양도 많다 짬뽕은 삼선 고추짬뽕이 인기인데 채소와 해물이 푸짐하고 얼큰하다 관광지가 아닌 도민 상대 영업을 하다 보니 가성비가 좋아 많이 찾는다 주변 여행지로 한라수목원 민오름 등이 있다,소리 제주시 연동 중식 도민 맛집 소문 지리 분점 인기 메뉴인 간짜장 불로 빠르다 신선하다 식감 양도 짬뽕 삼선 고추 짬뽕 인기 채소 해물 짐 얼큰하다 관광지 도민 상대 영업 가성 비 주변 여행지 한라 수목원 민 오름
866,소봉식당,http://tong.visitkorea.or.kr/cms/resource/78/2836478_image2_1.jpg,A05,A0502,A05020300,제주특별자치도 서귀포시 사계로 191,126.3030507454,33.2470020335,"소봉식당은 산방산 근처에 있으며 산방산을 보며 식사할 수 있다. 스타쉐프, 김소봉 쉐프가 운영하며 특별히 쌀밥에 공을 들이는 것으로 알려져 있다. 식당에 커다란 가마솥 3개로 밥을 지으며 솥밥, 메인요리, 4가지 밑반찬과 된장국 구성의 일본 가정식 메뉴를 위주로 한다. 안주와 사이드 메뉴, 디저트, 다양한 일본술, 아기자기한 일본풍 그릇, 소품도 판매하고 있다. 근처에 산방산, 용머리해안, 사계해안 등 여행지를 둘러볼 수 있다.",4.1,(289),소봉식당은 산방산 근처에 있으며 산방산을 보며 식사할 수 있다 스타쉐프 김소봉 쉐프가 운영하며 특별히 쌀밥에 공을 들이는 것으로 알려져 있다 식당에 커다란 가마솥 개로 밥을 지으며 솥밥 메인요리 가지 밑반찬과 된장국 구성의 일본 가정식 메뉴를 위주로 한다 안주와 사이드 메뉴 디저트 다양한 일본술 아기자기한 일본풍 그릇 소품도 판매하고 있다 근처에 산방산 용머리해안 사계해안 등 여행지를 둘러볼 수 있다,봉 식당 산방산 근처 산방산 식사 스타 쉐프 봉 쉐프 운영 특별하다 쌀밥 공 식당 커다랗다 가마솥 밥 솥밥 메인 요리 가지 밑반찬 된장국 구성 일본 가정식 메뉴 위주 안주 사이드 메뉴 디저트 다양하다 일본술 아기자기하다 일본 그릇 소품 판매 근처 산방산 용머리 사계 여행지
867,소섬전복,http://tong.visitkorea.or.kr/cms/resource/58/2854058_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 우도해안길 1158,126.9651070604,33.498868108,"소섬전복은 제주 우도 검멀레해수욕장에서 우도해안길을 따라 200m쯤 올라오면 있다. 국내산 전복으로 만든 전복밥, 전복뚝배기, 전복죽, 전복물회 등 다양한 전복 음식을 맛볼 수 있고, 음식을 먹는 동안 통유리 창을 통해 우도 바다를 조망할 수 있다. 가성비 좋은 전복전문점으로 우도 방문 시 이용해 보기 좋다. 주변 여행지로 검멀레해안, 우도봉, 우도등대공원 등이 있다.",4.4,(543),소섬전복은 제주 우도 검멀레해수욕장에서 우도해안길을 따라 쯤 올라오면 있다 국내산 전복으로 만든 전복밥 전복뚝배기 전복죽 전복물회 등 다양한 전복 음식을 맛볼 수 있고 음식을 먹는 동안 통유리 창을 통해 우도 바다를 조망할 수 있다 가성비 좋은 전복전문점으로 우도 방문 시 이용해 보기 좋다 주변 여행지로 검멀레해안 우도봉 우도등대공원 등이 있다,섬 복은 우도 검 멀다 레 해수욕장 우도 안길 쯤 국내 산 전복 전복 밥 전복 뚝배기 전복죽 전복 물회 다양하다 전복 음식 음식 동안 통 유리 창 통해 우도 바다 조 망하다 가성 비 전복 전문점 우도 방문 이용 보기 주변 여행지 검 멀레 해안 우도 봉 우도 등대 공원
868,소쿠,http://tong.visitkorea.or.kr/cms/resource/35/2870735_image2_1.jpg,A05,A0502,A05020300,제주특별자치도 제주시 애월로 113,126.3194361258,33.4647698766,"소쿠는 애월우체국 근처에 있다. 일본식 솥 밥 전문점으로 금태, 옥돔, 전복, 와규 등 귀한 재료를 올려 솥 밥을 짓는다. 솥 밥 세트에는 빈 그릇이 나오는데 이는 밥을 더는 용도이다. 솥에는 보리차를 붓고 테이블 위에 있는 누룽지 한 숟갈을 넣어 숭늉을 만든다. 제공하는 간장으로 조금씩 간을 맞춰가며 반찬과 함께 먹는다. 하루 80그릇 한정 판매한다. 반려견 동반이 가능하며 케어 키즈존이다. 애월항, 올레 15코스와 가깝다.
※ 반려동물 동반 가능",5.0,(1),소쿠는 애월우체국 근처에 있다 일본식 솥 밥 전문점으로 금태 옥돔 전복 와규 등 귀한 재료를 올려 솥 밥을 짓는다 솥 밥 세트에는 빈 그릇이 나오는데 이는 밥을 더는 용도이다 솥에는 보리차를 붓고 테이블 위에 있는 누룽지 한 숟갈을 넣어 숭늉을 만든다 제공하는 간장으로 조금씩 간을 맞춰가며 반찬과 함께 먹는다 하루 그릇 한정 판매한다 반려견 동반이 가능하며 케어 키즈존이다 애월항 올레 코스와 가깝다 반려동물 동반 가능,소쿠 애월 우체국 근처 일본 솥 밥 전문점 금태 옥돔 전복 규 귀하다 재료 솥 밥 솥 밥 세트 빈 그릇 밥 더 용도 솥 보리차 테이블 누룽지 숟갈 숭늉 제공 간장 간 반찬 하루 그릇 한정 판매 반려견 동반 가능하다 케어 키즈 존 애월항 올레 코스 가깝다 반려동물 동반 가능
869,손맛촌,http://tong.visitkorea.or.kr/cms/resource/13/2759713_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 비자림로 661,126.6773612019,33.4373535996,"손맛촌은 고사리갈치조림과 감자탕 전문점으로 모든 수산물과 식재료를 국내산으로 사용한다. 통통한 갈치와 맛있는 양념, 고사리가 어우러진 고사리갈치조림은 가장 인기 있는 메뉴 중 하나이다. 또한 감자탕도 맛볼 수 있다. 이 외에도 전복뚝배기, 성게미역국, 해물우거지해장국, 메밀막국수 등 다양한 종류의 한식 메뉴를 맛볼 수 있다. 돌문화공원, 에코랜드, 미니랜드, 산굼부리, 사려니숲길, 절물자연휴양림에서 자동차로 약 5분 거리에 있어 조천을 방문한 관광객의 필수 코스이기도 하다.",3.5,(626),손맛촌은 고사리갈치조림과 감자탕 전문점으로 모든 수산물과 식재료를 국내산으로 사용한다 통통한 갈치와 맛있는 양념 고사리가 어우러진 고사리갈치조림은 가장 인기 있는 메뉴 중 하나이다 또한 감자탕도 맛볼 수 있다 이 외에도 전복뚝배기 성게미역국 해물우거지해장국 메밀막국수 등 다양한 종류의 한식 메뉴를 맛볼 수 있다 돌문화공원 에코랜드 미니랜드 산굼부리 사려니숲길 절물자연휴양림에서 자동차로 약 분 거리에 있어 조천을 방문한 관광객의 필수 코스이기도 하다,손맛촌 고사리 갈치 조림 감자탕 전문점 모든 수산물 식 재료 국내 산 사용 통통하다 갈치 맛있다 양념 고사리 고사리 갈치 조림 인기 메뉴 하나 또한 감자탕 이 전복 뚝배기 성게 미역국 해물 우거지 해장국 메밀막국수 다양하다 종류 한식 메뉴 돌 문화 공원 에코랜드 미니 랜드 산굼부리 사려 숲길 절물 자연휴양림 자동차 약 거리 조천 방문 관광객 필수 코스
870,솔동산고기국수,http://tong.visitkorea.or.kr/cms/resource/32/2833232_image2_1.JPG,A05,A0502,A05020100,제주특별자치도 서귀포시 부두로 23 유림갈비,126.5652336535,33.2429705005,"솔동산고기국수는 제주 서귀포 이중섭거리 아래쪽에 있는 솔동산 문화의 거리에 있다. 반반국수, 고기국수, 고기 국밥, 비빔국수, 해물 국수, 흑돼지 만두, 수육 등을 맛볼 수 있는 국수 전문점이다. 대표메뉴는 고기국수로 강하지 않고 깔끔한 맛의 사골 육수에 두툼한 수육을 올려 나온다. 주변에 관광호텔, 가족호텔이 많아 아침을 먹으러 오는 손님이 많다. 근처 여행지로 솔동산 8 경과 자구리공원 담수욕장이 있다.",4.2,(18),솔동산고기국수는 제주 서귀포 이중섭거리 아래쪽에 있는 솔동산 문화의 거리에 있다 반반국수 고기국수 고기 국밥 비빔국수 해물 국수 흑돼지 만두 수육 등을 맛볼 수 있는 국수 전문점이다 대표메뉴는 고기국수로 강하지 않고 깔끔한 맛의 사골 육수에 두툼한 수육을 올려 나온다 주변에 관광호텔 가족호텔이 많아 아침을 먹으러 오는 손님이 많다 근처 여행지로 솔동산  경과 자구리공원 담수욕장이 있다,솔 동산 고기국수 서귀포 이중섭 거리 아래쪽 솔 동산 문화 거리 국수 고기국수 고기 국밥 비빔국수 해물 국수 돼지 만두 수육 국수 전문점 대표 메뉴 고기국수 강하다 깔끔하다 맛 사골 육수 두툼 수육 주변 관광 호텔 가족 호텔 아침 손님 근처 여행지 솔 동산 경과 공원 담수 욕
871,솔정가든,http://tong.visitkorea.or.kr/cms/resource/94/2670694_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 오라로12길 9,126.5149462415,33.4939725199,한국식 보양 음식 먹으러 가기 좋은 곳이다. 대표메뉴는 유황오리 한방백숙이다. 제주특별자치도 제주시에 있는 한식 전문점이다.,4.2,(118),한국식 보양 음식 먹으러 가기 좋은 곳이다 대표메뉴는 유황오리 한방백숙이다 제주특별자치도 제주시에 있는 한식 전문점이다,한국 보양 음식 대표 메뉴 유황오리 방 백숙 제주시 한식 전문점
872,솔지식당,http://tong.visitkorea.or.kr/cms/resource/27/2926727_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 월랑로 88,126.4725305199,33.4924164622,"솔지 식당은 제주시 노형동, 민속 오일시장 근처에 있는 돼지구이 전문점이다. 특히 멜조림으로 유명한 도민 맛집으로 돼지고기는 제주산만을 사용한다. 대표 메뉴는 가브리살, 오겹살 목살 구이가 있고 기본 찬으로 모두부가 나오는데, 고기와 함께 구워 멜젓에 찍어 먹으면 별미이다. 공깃밥을 주문하면 미역국이 함께 나온다. 관광객과 도민 모두에게 멜조림으로 유명한 솔지식당은 주변엔 도두봉, 이호테우 해수욕장 등이 있다.",4.3,(771),솔지 식당은 제주시 노형동 민속 오일시장 근처에 있는 돼지구이 전문점이다 특히 멜조림으로 유명한 도민 맛집으로 돼지고기는 제주산만을 사용한다 대표 메뉴는 가브리살 오겹살 목살 구이가 있고 기본 찬으로 모두부가 나오는데 고기와 함께 구워 멜젓에 찍어 먹으면 별미이다 공깃밥을 주문하면 미역국이 함께 나온다 관광객과 도민 모두에게 멜조림으로 유명한 솔지식당은 주변엔 도두봉 이호테우 해수욕장 등이 있다,솔지 식당 제주시 노형동 민속 오일 시장 근처 돼지 구이 전문점 조림 유명하다 도민 맛집 돼지고기 주산 사용 대표 메뉴 브리 살 겹살 목살 구이 기본 찬 부가 고기 젓 별미 깃밥 주문 미역국 관광객 도민 모두 조림 유명하다 솔지 식당 주변 두봉 이호 테 해수욕장
873,송당 제주살롱,http://tong.visitkorea.or.kr/cms/resource/78/2794178_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 구좌읍 송당2길 7-1,126.782592969,33.4710432318,"제주에서도 아담하고 조용한 마을인 송당에 자리한 북카페다. 간단한 음료와 함께 책을 읽을 수 있는 이곳은 북스테이를 할 수 있는 ‘생각의 오름’도 함께 운영한다. 북스테이는 여성 1인 전용으로 운영되는데, 북스테이를 할 경우 서가의 책들을 대여해 읽을 수 있다. 북카페 내부에도 혼자 여행하는 이들이 편안하게 책을 읽을 수 있는 공간들을 배려한 느낌이다. 인문서점을 표방하는 제주살롱은 인문예술에 대한 주인장의 관심이 고스란히 묻어난다. 진열된 일부 책에는 주인장의 간략한 독서 한 줄 평이 적혀 있어서 공감대를 느끼며 책을 고르는 재미도 쏠쏠하다. 서점에서는 다양한 프로그램도 운영된다. 책을 좋아하는 사람들과 함께 독서 모임을 하거나 작가를 초청해 인문학 강연을 듣기도 한다.",4.7,(46),제주에서도 아담하고 조용한 마을인 송당에 자리한 북카페다 간단한 음료와 함께 책을 읽을 수 있는 이곳은 북스테이를 할 수 있는 생각의 오름도 함께 운영한다 북스테이는 여성 인 전용으로 운영되는데 북스테이를 할 경우 서가의 책들을 대여해 읽을 수 있다 북카페 내부에도 혼자 여행하는 이들이 편안하게 책을 읽을 수 있는 공간들을 배려한 느낌이다 인문서점을 표방하는 제주살롱은 인문예술에 대한 주인장의 관심이 고스란히 묻어난다 진열된 일부 책에는 주인장의 간략한 독서 한 줄 평이 적혀 있어서 공감대를 느끼며 책을 고르는 재미도 쏠쏠하다 서점에서는 다양한 프로그램도 운영된다 책을 좋아하는 사람들과 함께 독서 모임을 하거나 작가를 초청해 인문학 강연을 듣기도 한다,아담하다 조용하다 마을 송당 자리 북카페 간단하다 음료 책 북 스테이 생각 오름 운영 북 스테이 여성 전용 운영 북 스테이 가의 책 대여 북카페 내부 혼자 여행 이 편안하다 책 공간 배려 느낌 인문 서점 표방 살롱 인문 예술 대한 주인 관심 고스 진열 일부 책 주인 간략하다 독서 줄 평이 공감 책 재미 쏠쏠하다 서점 다양하다 프로그램 운영 책 좋아하다 사람 독서 모임 거나 작가 초청 인문학 강연 듣기
874,송당나무,http://tong.visitkorea.or.kr/cms/resource/02/2499702_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 구좌읍 송당5길 68-140,126.7890922698,33.4769510167,"제주시 송당리에 위치한 송당나무는 꽃과 식물이 가득한 가드닝 센터다. 강수량이 많은 송당리는 식물이 자라기 좋은 환경으로 귤 농사 대신 조경수 재배를 가장 많이 하는 동네로 알려져 있다. 허브, 야자나무, 선인장 등 온갖 식물이 가득한 온실 내부에서 에이드, 커피 등 차 한 잔을 즐기며 여유를 느낄 수 있다. 비정기적으로 가드닝 수업을 진행하며 인스타그램에서 확인할 수 있다.",4.2,(159),제주시 송당리에 위치한 송당나무는 꽃과 식물이 가득한 가드닝 센터다 강수량이 많은 송당리는 식물이 자라기 좋은 환경으로 귤 농사 대신 조경수 재배를 가장 많이 하는 동네로 알려져 있다 허브 야자나무 선인장 등 온갖 식물이 가득한 온실 내부에서 에이드 커피 등 차 한 잔을 즐기며 여유를 느낄 수 있다 비정기적으로 가드닝 수업을 진행하며 인스타그램에서 확인할 수 있다,제주시 송당리 위치 송 나무 꽃 식물 가득하다 가드닝 센터 강수량 송당리 식물 환경 귤 농사 대신 조경수 재배 동네 허브 야자나무 선인장 온갖 식물 가득하다 온실 내부 이드 커피 차 잔 여유 비정 기적 가드닝 수업 진행 인스타그램 확인
875,송림반점,http://tong.visitkorea.or.kr/cms/resource/30/2860630_image2_1.jpg,A05,A0502,A05020400,제주특별자치도 제주시 관덕로 2-1,126.5197592925,33.5124511065,"송림반점은 제주 구도심 서문사거리에 있다. 70년 된 노포로 1950년대에 화교가 처음 오픈했고, 이후 세 번의 주인이 바뀌고 1979년부터 지금의 주인이 운영하고 있다. 제주도 내 옛날식 중화요리 도민 맛집이다. 대표메뉴 간짜장은 해산물과 돼지고기가 넉넉하게 들어있고 뒷맛이 칼칼한 것이 특징이다. 제주산 돼지고기를 사용하는 탕수육은 육질이 쫀득하다. 주변 여행지로 관덕정, 제주목관아, 제주 원도심 등이 있다.",4.0,(407),송림반점은 제주 구도심 서문사거리에 있다 년 된 노포로 년대에 화교가 처음 오픈했고 이후 세 번의 주인이 바뀌고 년부터 지금의 주인이 운영하고 있다 제주도 내 옛날식 중화요리 도민 맛집이다 대표메뉴 간짜장은 해산물과 돼지고기가 넉넉하게 들어있고 뒷맛이 칼칼한 것이 특징이다 제주산 돼지고기를 사용하는 탕수육은 육질이 쫀득하다 주변 여행지로 관덕정 제주목관아 제주 원도심 등이 있다,송림 반점 도심 사거리 년 노포 년대 화교 처음 오픈 이후 세 번의 주인 년 지금 주인 운영 옛날 중화요리 도민 맛집 대표 메뉴 간짜장 해산물 돼지고기 넉넉하다 뒷맛 칼칼하다 특징 주산 돼지고기 사용 탕수육 육질 쫀득하 주변 여행지 관덕정 목관 도심
878,수눌음,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020100,제주특별자치도 서귀포시 하모항구로 50 수눌음,126.2500532068,33.2181793865,"방어축제가 열리는 모슬포항에 위치하여 저렴한 가격에 싱싱하고 맛있는 특방어회와 고등어회를 맛볼 수 있는 곳이다. 외관도 깔끔하고 실내도 깔끔하며 널찍한데도 웨이팅이 있을 정도로 인기 맛집이다. 세트메뉴를 시키면 회, 회국수, 조림, 지리탕 등이 함께 나와 가성비가 좋다.",4.4,(726),방어축제가 열리는 모슬포항에 위치하여 저렴한 가격에 싱싱하고 맛있는 특방어회와 고등어회를 맛볼 수 있는 곳이다 외관도 깔끔하고 실내도 깔끔하며 널찍한데도 웨이팅이 있을 정도로 인기 맛집이다 세트메뉴를 시키면 회 회국수 조림 지리탕 등이 함께 나와 가성비가 좋다,방어 축제 모슬포항 위치 저렴하다 가격 싱싱하다 맛있다 특방어회 고등 어회 외관 깔끔하다 실내 깔끔하다 널찍하다 웨이팅 정도 인기 맛집 세트 메뉴 회 회 국수 조림 지리 탕 가성 비
879,수다뜰,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020100,제주특별자치도 제주시 명림로 164,126.6101412449,33.4721153465,"제주 농가의 소박한 밥상을 만날 수 있는 곳이다. 해콩 가루를 풀어 넣고 소금을 뿌려 몽글몽글 콩꽃을 피운 콩국과 제주에서만 가능한 심층 용암 해수로 만든 바닷물 손두부가 주메뉴다. 회나 돼지고기구이 등 일품 메뉴를 마주할 때와는 다른 편안함이 있다. 인근에 절물자연휴양림이 있어 편백숲에서의 힐링 체험이 가능하며, 절물오름, 어린이 놀이시설이 갖춰져 있다. 절물자연휴양림에서 에코힐링 체험 후 명도암수다뜰에서의 제주전통음식 체험을 할 수 있다. 가족끼리 편안한 분위기에서 식사할 수 있도록 좌식 테이블이 마련되어 있다.",4.1,(68),제주 농가의 소박한 밥상을 만날 수 있는 곳이다 해콩 가루를 풀어 넣고 소금을 뿌려 몽글몽글 콩꽃을 피운 콩국과 제주에서만 가능한 심층 용암 해수로 만든 바닷물 손두부가 주메뉴다 회나 돼지고기구이 등 일품 메뉴를 마주할 때와는 다른 편안함이 있다 인근에 절물자연휴양림이 있어 편백숲에서의 힐링 체험이 가능하며 절물오름 어린이 놀이시설이 갖춰져 있다 절물자연휴양림에서 에코힐링 체험 후 명도암수다뜰에서의 제주전통음식 체험을 할 수 있다 가족끼리 편안한 분위기에서 식사할 수 있도록 좌식 테이블이 마련되어 있다,농가 소박하다 밥상 만날 해콩 가루 소금 콩꽃 콩국 가능하다 심층 용암 해수 바닷물 손 부가 메뉴 회 돼지고기 구이 일품 메뉴 마주 때 다른 편안함 인근 절물 자연휴양림 편백 숲 힐링 체험 가능하다 절물 오름 어린이 놀이 시설 절물 자연휴양림 에코 힐링 체험 명도 수다 뜰 전통 음식 체험 가족 끼리 편안하다 분위기 식사 좌 테이블 마련
880,수망다원,http://tong.visitkorea.or.kr/cms/resource/37/2871937_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 서귀포시 남원읍 수망리,126.7182516088,33.3368459124,"수망다원은 서귀포 남원읍 수망사거리 근처에 있다. 유기농으로 녹차를 재배하는 다원으로 넓은 녹차밭을 조망하며 잎녹차를 비롯해, 말차, 홍차 등 차를 마실 수 있다. 수망다원 블렌딩차, 티라떼도 맛볼 수 있고 다양한 찻잎을 구매할 수 있다. 조용하고 한적한 차밭을 배경으로 사진찍기 좋고, 가족 여행, 부모님과 함께하는 여행에 반응이 좋다. 주변 여행지로 신흥동백마을, 의귀 옷귀마테마타운, 헌마공신김만일기념관 등이 있다.",4.6,(46),수망다원은 서귀포 남원읍 수망사거리 근처에 있다 유기농으로 녹차를 재배하는 다원으로 넓은 녹차밭을 조망하며 잎녹차를 비롯해 말차 홍차 등 차를 마실 수 있다 수망다원 블렌딩차 티라떼도 맛볼 수 있고 다양한 찻잎을 구매할 수 있다 조용하고 한적한 차밭을 배경으로 사진찍기 좋고 가족 여행 부모님과 함께하는 여행에 반응이 좋다 주변 여행지로 신흥동백마을 의귀 옷귀마테마타운 헌마공신김만일기념관 등이 있다,망 서귀포 남원읍 망사 거리 근처 유기농 녹차 재배 넓다 녹차 밭 조 망하다 잎 녹차 비롯 말차 홍차 차 망 블렌딩차 티 라떼 다양하다 찻잎 구매 조용하다 한적하다 차밭 배경 사진 찍기 가족 여행 부모님 여행 반응 주변 여행지 신흥동 마을 의귀 옷 마 테마 타운 김만일 기념관
881,수애기베이커리,http://tong.visitkorea.or.kr/cms/resource/05/2831905_image2_1.JPG,A05,A0502,A05020900,제주특별자치도 서귀포시 동일하모로98번길 48-59,126.2442091801,33.2222482902,"‘수애기’는 돌고래의 제주 방언으로 돌고래들이 자주 나타나는 제주 모슬포항과 동일리포구 사이에 있다. 수애기 베이커리에서는 매일 직접 구운 다양한 빵을 즐길 수 있다. 2020년 제18회 제주건축문화대상 비주거 본상을 받은 수애기 베이커리는 전체적으로 원의 형태를 가지며 가운데 둥근 중정을 두고 있다. 통창을 통해 다양한 각도에서 바다를 볼 수 있고, 석양이 아름다우며 운이 좋으면 돌고래를 볼 수 있다. 올레 11코스이고, 추사유배지, 송악산과 가깝다.",4.4,(600),수애기는 돌고래의 제주 방언으로 돌고래들이 자주 나타나는 제주 모슬포항과 동일리포구 사이에 있다 수애기 베이커리에서는 매일 직접 구운 다양한 빵을 즐길 수 있다 년 제회 제주건축문화대상 비주거 본상을 받은 수애기 베이커리는 전체적으로 원의 형태를 가지며 가운데 둥근 중정을 두고 있다 통창을 통해 다양한 각도에서 바다를 볼 수 있고 석양이 아름다우며 운이 좋으면 돌고래를 볼 수 있다 올레 코스이고 추사유배지 송악산과 가깝다,애기 돌고래 방언 돌고래 자주 모슬포항 일리 포구 사이 애기 베이커리 직접 운 다양하다 빵 년 회 건축 문화 대상 비주 본상 애기 베이커리 전체 형태 가지 가운데 둥글다 중정 통창 통해 다양하다 각도 바다 볼 석양 아름답다 운 돌고래 볼 올레 코스 추사 유배 송악산 가깝다
882,수와래베이커리,http://tong.visitkorea.or.kr/cms/resource/15/2873715_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 서귀포시 태위로 17,126.6498228833,33.2724741457,"수와래베이커리는 위미초등학교 근처 주택가에 구옥을 그대로 빵집으로 활용하고 있다. 커피도 팔지 않고 빵과 약간의 병음료만 판매하는 베이커리로 테이크아웃만 할 수 있다. 대표 메뉴인 소금빵은 엘르엔비르고메버터와 맥선유기농밀가루를 사용하고 다른 관광지 빵집들과 비교할 때 가격도 저렴한 편이다. 앙버터를 주문하면 치아바타, 소금빵, 바게트 중 하나를 고르고 즉석에서 만들어 준다. 여행자들에게 유명한 빵집으로 주변 여행지로는 위미항, 공천포, 쇠소깍 등이 있다.",4.7,(29),수와래베이커리는 위미초등학교 근처 주택가에 구옥을 그대로 빵집으로 활용하고 있다 커피도 팔지 않고 빵과 약간의 병음료만 판매하는 베이커리로 테이크아웃만 할 수 있다 대표 메뉴인 소금빵은 엘르엔비르고메버터와 맥선유기농밀가루를 사용하고 다른 관광지 빵집들과 비교할 때 가격도 저렴한 편이다 앙버터를 주문하면 치아바타 소금빵 바게트 중 하나를 고르고 즉석에서 만들어 준다 여행자들에게 유명한 빵집으로 주변 여행지로는 위미항 공천포 쇠소깍 등이 있다,베이커리 밉다 초등학교 근처 주택가 구옥 빵집 활용 커피 팔지 빵 약간 병 음료 판매 베이커리 테이크아웃 대표 메뉴인 소금 빵 엘르 비르 메 버터 맥선 유기농 밀가루 사용 다른 관광지 빵집 비교 때 가격 저렴하다 편이 버터 주문 치아바타 소금 빵 바게트 하나 즉석 여행자 유명하다 빵집 주변 여행지 위미항 공천 쇠소깍
883,수희식당,http://tong.visitkorea.or.kr/cms/resource/11/1935211_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 서귀포시 태평로 377,126.5612617215,33.2453646181,"소박하지만 깔금한 분위기의 수희식당은 제주 서귀포 향토 음식 전문점이다. 적당한 양념으로 신선한 원재료와 맛을 제대로 살린다고 하여 유명해졌다. 특히 뚝배기와 갈치조림 요리가 인기이고 시원하고 깔끔한 국물의 해물 뚝배기는 청청한 바다에서 갓 잡은 싱싱항 오분자기와 해물로 끓여 시원하면서도 담백한  해장국으로도 안성맞춤이며, 계절에 맞춰 제공되는 담백한 맛의 성게물회도 수희식당의 인기 메뉴 중 하나다. 이외에도 옥돔구이,  왕소금을 뿌려 구운 제주 은갈치 구이  맛이 일품이다. 수희식당은 천지연 폭포 하류와  서귀포 칠십리가  한 눈에 내려다보인다.",4.0,(627),소박하지만 깔금한 분위기의 수희식당은 제주 서귀포 향토 음식 전문점이다 적당한 양념으로 신선한 원재료와 맛을 제대로 살린다고 하여 유명해졌다 특히 뚝배기와 갈치조림 요리가 인기이고 시원하고 깔끔한 국물의 해물 뚝배기는 청청한 바다에서 갓 잡은 싱싱항 오분자기와 해물로 끓여 시원하면서도 담백한  해장국으로도 안성맞춤이며 계절에 맞춰 제공되는 담백한 맛의 성게물회도 수희식당의 인기 메뉴 중 하나다 이외에도 옥돔구이  왕소금을 뿌려 구운 제주 은갈치 구이  맛이 일품이다 수희식당은 천지연 폭포 하류와  서귀포 칠십리가  한 눈에 내려다보인다,소박하다 금 분위기 희식 서귀포 향토 음식 전문점 적당하다 양념 신선하다 재료 맛 제대로 유명하다 뚝배기 갈치 조림 요리 인기 시원하다 깔끔하다 국물 해물 뚝배기 청청 바다 갓 싱싱항 오분 자기 해물 시원하다 담백하다 해장국 안성맞춤 계절 제공 담백하다 맛 성게 물회 희식 인기 메뉴 하나 이외 옥돔 구이 왕 소금 운 은 갈치 구이 맛 일품 희식 천지연 폭포 하류 서귀포 리가 눈
