contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2851948,39,라라카페,20220908134412,20240124170853,,,,,http://tong.visitkorea.or.kr/cms/resource/36/2851936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2851936_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 광령평화10길 13 광령우진빌딩,1층,63064,126.4427450785,33.4544368598,6,"라라카페는 제주시 애월읍 광령리에 있는 카페이다. 넓은 정원과 멀리 바다가 보이는 카페로 애월읍에서 유일하게 유채꽃밭을 갖고 있다. 특히 테라스에 테이블을 배치했고 통창이 있는 카페 안쪽에도 좌석이 많아 아름다운 뷰를 즐길 수 있다. 사진 찍을 포토존이 곳곳에 많고 다양한 음료와 커피, 빙수와 브런치가 있다. 아이스 아메리카노에 얹어 나오는 곰돌이 커피 얼음은 인기다. 근처 여행지로 항파두리 항몽유적지가 있다."
2899746,39,라임오렌지카페앤플라워,20221107131714,20230207110320,,,"<a href=""https://www.instagram.com/cafe_limeorange""target=""_blank"" title=""새창 : 라임오렌지카페앤플라워 사이트로 이동"">https://www.instagram.com/cafe_limeorange</a>",,http://tong.visitkorea.or.kr/cms/resource/30/2899730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2899730_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 칠십리로 330 라임오렌지레스토랑,1층,63599,126.5871289007,33.2464510197,6,"라임오렌지카페앤플라워는 서귀포시 칼호텔 근처에 있는 디저트 카페이다. 다양하고 예쁜 식물들과 소품으로 꾸민 조용한 카페로 잔디마당에는 작은 산책로가 있으며 섶섬이 보인다. 내부는 화이트톤과 아치형 파티션으로 동화속 공간을 연상시킨다. 수제라임청에 에스프레소를 부어 마시는 라임 커피, 착즙한 생오렌지에 에스프레소를 부어 마시는 오렌지커피, 하귤청에 에스프레소를 부어마시는 하귤커피가 시그니처 메뉴이고, 다양한 커피와 에이드가 있다. 라임오렌지빌이라는 펜션과 함께 운영하고 있으며 식물과 소품도 구매할 수 있다. 
※ 반려동물 동반 가능"
1405489,39,라지마할,20111017230051,20230320215219,064-749-4924,라지마할,"<a href=""https://blog.naver.com/rajmahaljeju"" target=""_blank"" title=""라지마할 블로그로 이동"">https://blog.naver.com/rajmahaljeju</a>",,,,,A05,A0502,A05020700,제주특별자치도 제주시 신광로 43,,63124,126.4902735165,33.4882477612,6,라지마할은 제주도 신제주 제원사거리에 위치하고 있는 인도 음식점이다. 라지마할의 의미는 옛날 인도 우리사(ORISSA)주의 인도수도이자 궁전의 이름이다. 라지마할의 대표적인 음식은 전통 인도음식인 카레와 난 그리고 탄두리치킨이 가장 인기가 좋으며 현지 인도 주방장이 만든 전통 인도식 다양한 종류의 카레를 맛볼 수 있고 전혀 거부감이 없는 양고기를 맛볼 수 있는 곳이다. 인도 분위기가 물씬 나는 이곳은 입소문으로 언제가도 사람들의 발길이 끊이지 않는 인기 있는 음식점이다.
2853982,39,라토커피제주,20220915140745,20220915140758,,,,,http://tong.visitkorea.or.kr/cms/resource/75/2853975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2853975_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 광양10길 20,,63207,126.5281672061,33.4987305369,6,"라토커피제주는 제주시청 근처에 있다. 제주 구옥 2층 가정집을 깔끔하게 개조하였고, 주택가에 있어 조용하고, 공간이 넓고, 창문이 커서 개방감이 있다. 인테리어는 기둥 사이 가벽을 뚫거나 창틀 벽돌의 부서진 부분을 그대로 활용하여 빈티지한 느낌이 있다. 제주투어패스를 사용할 수 있고, 대표 메뉴는 넛츠끄레마이다. 주변 여행지로 제주 원도심, 용두암 등이 있다."
2851971,39,랍스터빈,20220908135326,20220908135341,,,,,http://tong.visitkorea.or.kr/cms/resource/64/2851964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2851964_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 애월해안로 752,1층,63049,126.3810997660,33.4842992443,6,"랍스터빈은 제주시 애월읍 애월 해안로 구엄포구 근처에 있는 바닷가재요리 전문음식점이다. 대표 메뉴는 랍스터, 왕새우, 베이비 크랩, 양념 감자, 샐러드를 함께 맛볼 수 있는 랍세트이다. 베이비 크랩이 빠진 빈세트와 랍스터 1마리가 통으로 들어간 해물라면도 맛있다. 
냉동 랍스터를 사용하지 않고 무방부제, 무화학첨가제, 무유화제를 원칙으로 음식을 만든다. 기존 랍스터 요리에 비해 가성비는 좋고 음식은 푸짐하다. 바다 뷰를 즐기면서 식사할 수 있고 특히 랍스터빈에서 바라보는 일몰이 아름답다. 주변 여행지로 구엄리 돌염전과 구엄포구가 있다. 
※ 반려동물 동반 가능"
2910930,39,래용,20221116172230,20221116172247,,,,,http://tong.visitkorea.or.kr/cms/resource/13/2910913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2910913_image3_1.jpg,Type3,A05,A0502,A05020300,제주특별자치도 제주시 우정로 17 제웅1차솔내음빌리지,,63070,126.4311758095,33.4912409352,6,"래용은 제주공항근처 외도일동에 있다. 회전초밥 전문점으로 매일 싱싱한 생선회를 사용하여 조금씩 메뉴가 바뀐다. 접시는 4가지 가격으로 운영하고 초밥류 이외에 소바, 튀김, 알밥, 장국 등 다양한 일식 음식이 올라오고 동네 안에 있는 만큼 어린이가 좋아할 만한 돈가스 같은 메뉴와 음료도 있다. 점심 특선과 초밥류 모두 가성비가 좋고 도민 맛집으로 소문난 곳이다. 주변 여행지로 연대포구, 알작지 등이 있다."
2561780,39,랜딩 다이닝,20181002021627,20230623162056,064-908-2300,랜딩 다이닝,"<a href=""https://shinhwaworld.com/article.aspx?lang=KR&aid=2871"" target=""_blank"" title=""새창: 랜딩 다이닝 홈페이지로 이동"">https://shinhwaworld.com</a>",,http://tong.visitkorea.or.kr/cms/resource/97/2561897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2561897_image2_1.jpg,Type3,A05,A0502,A05020700,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,126.3164038528,33.3049513971,6,"랜딩 다이닝은 랜딩관 제주신화월드 지하 1층에 위치한 올 데이 다이닝 공간이다. 한식부터 중식, 일식, 양식을 모두 아우르는 뷔페 레스토랑으로 취향에 맞는 요리를 선택할 수 있다. 조식 뷔페에서는 베트남 쌀국수와 오믈렛 등을 즉석에서 만들어주는 라이브 섹션을 운영하고 있다. 해산물과 흑돼지 등 제주의 식재료를 사용한 엄선된 메뉴를 선보이고 있으며 24시간 운영되는 룸 서비스를 통해 한식부터 양식까지 다양한 메뉴를 객실에서도 주문할 수 있다.<br>"
2561782,39,랜딩 델리,20181002022244,20231114132321,064-908-2401,랜딩 델리,"<a href=""https://www.shinhwaworld.com/article.aspx?lang=KR&aid=6130"" target=""_blank"" title=""새창 : 제주신화월드 홈페이지로 이동"">https://www.shinhwaworld.com</a>",,http://tong.visitkorea.or.kr/cms/resource/41/2561841_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2561841_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,126.3164038528,33.3049513971,6,"랜딩관 제주신화월드 로비 앞에 위치한 랜딩 델리는 정성들여 장식한 케이크와 달콤한 기쁨을 선사하는 디저트 등을 구입할 수 있는 베이커리 카페이다. 뿐만 아니라, 천연 벌꿀, 유기농 과일 등 한국의 자연에서 채취한 재료로 만든 건강한 식료품을 판매하는 코너도 운영하고 있다. 노련한 파티셰의 손길에서 태어난 마카롱 세트도 맛볼 수 있다."
2877634,39,랜딩커피,20221027155437,20221027155527,,,,,http://tong.visitkorea.or.kr/cms/resource/22/2877622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2877622_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 신양로122번길 45-1,,63641,126.9189153017,33.4355354670,6,"랜딩커피는 신양섭지해수욕장과 나란히 있다. 인테리어와 아웃테리어가 바다라고 해도 과언이 아닐 정도로 통창과 오션 뷰가 특징이다. 공간은 폭이 좁고, 하얀색 벽과 천장, 옅은 색 테이블과 의자를 놓았고, 2층은 바다 조망을 위해 테이블을 일렬로 배치하고 어린이 제한 구역으로 운영 중이다. 시그니처 음료인 아일랜드 티는 붉은 과일을 써서 색감이 드러나고, 코코넛밀크가 들어간 카페모카와 장난감같이 생긴 무스케이크 등 사진찍기 좋은 카페이다. 주변 여행지로 섭지코지가 있다."
2654136,39,러빙헛제주,20200423231204,20210310000506,010-4696-9006,러빙헛제주,,,http://tong.visitkorea.or.kr/cms/resource/80/2656080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2656080_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 남원읍 일주동로 7036,,63617,126.7281880224,33.2855933931,6,채식(비건) 레스토랑이다. 대표메뉴는 뚝배기이다. 제주특별자치도 서귀포시에 있는 한식당이다.
2899715,39,레몬일레븐,20221107130910,20230207133019,,,"<a href=""https://www.instagram.com/lemoneleven_jeju/""target=""_blank"" title=""새창 : 레몬일레븐 사이트로 이동"">https://www.instagram.com/lemoneleven_jeju/</a>",,http://tong.visitkorea.or.kr/cms/resource/14/2899714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2899714_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 토산중앙로49번길 41,,63626,126.7761611403,33.3078639267,6,"카페 레몬일레븐은 서귀포시 표선면 토산리 일주동로가 지나는 올레길 4코스 바닷가에 있다. 서귀포에서 자란 레몬으로 직접 담근 레몬수제청을 베이스로 다양한 레몬 음료를 제공하고 있으며, 과일과 레몬을 블렝딩한 메뉴를 선보이고 있다. 이와 함께 즐길 수 있는 브라운치즈크로플, 레몬딜버터크로플이 있고 다양한 커피도 있다. 아기자기하게 꾸민 실내외에서 사진찍기도 좋으며 반려견동반이 가능하고, 아이들과 함께 하기도 좋다. 
※ 반려동물 동반 가능"
2863749,39,레인보울,20221005142642,20221005142654,,,,,http://tong.visitkorea.or.kr/cms/resource/41/2863741_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/2863741_image3_1.JPG,Type3,A05,A0502,A05020900,제주특별자치도 제주시 용화로 54,1층,63160,126.5091602843,33.5093790557,6,"레인보울은 제주시 용담이동에 있다. 순수 과일 100%를 그대로 이용해서 스무디 보울을 제공하는 곳으로 물, 설탕, 주스, 농축액, 파우더를 사용하지 않는다. 건강한 디저트 또는 건강한 한끼식을 표방하며, 다양한 색감의 차림새가 예쁘고 트로피컬한 분위기도 이국적이어서 사진찍기도 좋다. 주변 여행지로 용연계곡, 용두암, 제주 원도심 등이 있다."
2870608,39,로맨틱새우 애월곽지본점,20221019152406,20221205151745,,,,,http://tong.visitkorea.or.kr/cms/resource/06/2870606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2870606_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 곽지1길 12-12 곽지어촌계펜션,,63034,126.3051849634,33.4480465039,6,"로맨틱새우 애월곽지 본점은 곽지해수욕장 근처에 있는 새우요리 전문점이다. 음료를 제외한 모든 메뉴에 새우가 들어가는 것이 특징으로 대표 메뉴는 BBQ 쉬림프, 코코넛 쉬림프, 빅뱅 쉬림프가 있으며 레드빅뱅, 코코넛, 버터갈릭에 들어가는 새우는 일일이 손으로 껍질을 제거한 뒤 요리한다. 새우와 어울리는 다양한 맥주가 있으며 어린이용 메뉴 키즈밀도 있다. 다양한 테이블이 있고 혼밥하기 좋은 좌석도 마련해 놓았다. 깔끔하고 세련된 인테리어가 특징으로 주변에 곽지해수욕장, 한담해안산책로 등이 있다."
3030178,39,로빙화,20231102112411,20231102112426,,,,,http://tong.visitkorea.or.kr/cms/resource/51/3030151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3030151_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 남원읍 남태해안로 13,,63621,126.7092732296,33.2751442437,6,"제주 남원 큰엉해안경승지(제주 올레 5코스 포함) 앞에 위치해 있는 소나무와 야자수가 빙 둘러싸고 있는 카페이자 펍이다. 로빙화는 멍청한 얼음꽃이라는 뜻이라고 한다. 겨울에 피어야 할 꽃이 봄에 피고 지며 녹차밭의 양분이 되어 주기에 붙여진 이름이라 한다. 카페 옆모습은 통나무집처럼 생겼고, 입구에는 주인장의 아기자기한 취향이 느껴지는 소품들과 그림, 사진 등이 꾸며져 있는데, 이 카페 주인은 네팔의 여러 오지에 도서관을 지어 책을 기부하는 일을 여행과 사진을 통해서 실천하는 김형욱 사진작가이고 안주인은 그림을 그린다고 한다. 직접 만든 공간 그리고 서비스를 통해 행복했으면 좋겠다는 로빙화의 이야기처럼 세심하고 따스한 손길이 녹아 있다. 내부는 천장이 높고 2층으로 분리되어 있는데 1층은 펍분위기로 활기차고 넓은 창은 야자잎으로 직접 꾸며 이색적이다. 해먹이 설치되어 있는 2층의 조용한 테라스에서 파도소리를 들을 수 있으며, 안주인의 작업실에서는 방문객들에게 아트지 한 장에 500원을 지불(9세 이상 이용 가능)하면 그림 도구를 사용할 수 있도록 잠시 빌려 주기도 한다. 여기 수익금은 유기견센터에 기부된다고 한다.
브레이크 타임이 없고 프라임 등급의 소고기와 제주산 흑돼지만을 사용한 훌륭한 맛의 수제버거와 자연치즈만으로 만든 푸짐한 크기의 맛있는 피자가 대표 메뉴이며 다양한 음료와 메뉴들이 있다. 브레이크 타임 없이 늦게까지 영업을 하는 곳이어서 늦은 밤에도 이용이 가능하다. 아이 의자도 마련되어 있어 아이와 방문 가능하고 애견 동반이 가능하나 동반이 가능한 장소는 1층 야외 마당이며 견주 동반이 필수이다. 이곳에는 유기견을 데리고 와서 애정을 갖고 키우는 반려견들이 상주하고 있으니 서로 예의를 지킬 것을 당부한다.
드라이브 명소인 남원큰엉해변도로 시작 지점에 위치하고 있기 때문에 제주 서귀포 동쪽으로 여행계획을 짤 때 남원큰엉경승지를 산책 전후로 유명한 한반도 사진도 찍고 오기에 좋은 카페로 추천한다."
2870973,39,론푸드차이나,20221019171452,20221205153310,,,,,http://tong.visitkorea.or.kr/cms/resource/61/2870961_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2870961_image3_1.JPG,Type3,A05,A0502,A05020400,제주특별자치도 서귀포시 천제연로208번길 3,,63546,126.4270926623,33.2514007194,6,"론푸드차이나는 서귀포 중문동 중문중학교 근처에 있다. 모던 차이나 레스토랑을 표방하며 제주도산 식재료를 활용하여 다양한 중화요리를 선보이고 있다. 해물짬뽕, 지슬짜장면, 제주등심댕귤탕수육, 보말백짬뽕 등 다른 곳에서 볼 수 없는 독특한 음식을 맛볼 수 있다. 중식 본연의 맛이 잘 어우러져 있으며 요리와 식사로 구성된 1인 세트 메뉴가 있고, 브레이크 타임 없이 운영한다. 주변 여행지로 제주 중문관광단지, 대포주상절리, 베릿네오름 등이 있다."
2946085,39,롤링브루잉,20230128193725,20230206173432,,,www.instagram.com/rollingbrewing,,http://tong.visitkorea.or.kr/cms/resource/97/2947397_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2947397_image3_1.jpg,Type1,A05,A0502,A05020900,제주특별자치도 제주시 일도일동 1168-1,,63278,126.5291251293,33.5131317362,6,"이효리가 반한 에스프레소 바
커피 마니아이거나, 커피에 집중할 수 있는 카페를 찾는다면 롤링브루잉을 추천한다. 산지에 따라 스페셜티 원두가 지닌 각각의 특색을 살린 로스팅이 매우 돋보인다. 에스프레소 메뉴 외에 콜드브루, 라떼, 아이스티, 아이스크림 등도 있다. 힙한 느낌의 매장 내부를 돌아다니는 고양이는 이 가게의 마스코트. 이효리, 이상순 부부가 들러 소서에 남기고 간 사인도 볼 수 있다."
2839771,39,롱로드,20220819132929,20220916134414,,,,,http://tong.visitkorea.or.kr/cms/resource/62/2839762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2839762_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 귀덕3길 36,,63024,126.2792373753,33.4411329714,6,"롱로드는 제주 서쪽 귀덕리 바닷가에 있다. 작고 소박한 외관과 아기자기한 인테리어가 특징이며 메인 메뉴는 매일 아침 신선한 재료로 만든 100% 수제 쇠고기 함박스테이크이다. 그 외 아보카도 함박스테이크, 타코 라이스, 치킨 가라아게 등도 맛볼 수 있다. 평일엔 오후 4시까지 영업하며 재료 소진 시 일찍 마감할 수도 있다. 근처에 곽지해수욕장, 한림항 등이 있어 연계 관광이 수월하다."
2561776,39,르 쉬느아,20181002020101,20230802194735,064-908-1240,르 쉬느아,"<a href=""http://www.shinhwaworld.com"" target=""_blank"" title=""새창: 르쉬느아 홈페이지로 이동"">http://www.shinhwaworld.com</a>",,http://tong.visitkorea.or.kr/cms/resource/71/2561871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2561871_image2_1.jpg,Type3,A05,A0502,A05020400,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,63522,126.3164038528,33.3049513971,6,"[2018제주 푸드 앤 와인 페스티벌, 고메위크 선정된 제주신화월드 시그니쳐 중식 레스토랑] 
세계적인 중식 셰프로 제주신화월드 중식 총괄셰프 알란 찬 웨이 룬(Alan Chan Wai Lun, 陳偉倫)이 30년 조리 노하우를 담아 낸 정통 중식의 진수를 만나보시길 바란다. 르 쉬느아는 최상의 식재료를 이용하여 중국 본토의 맛을 선보일 뿐만 아니라, 한국인에 적절하게 어울리는 음식을 선보인다.  제주 원산지의 재료를 기반으로 하여 재료 본연의 특색 또한 잘 살렸다. 특히, 오독오독 씹히는 맛이 일품인 제주 특산의 전복을 메인으로 한 요리는 르 쉬느아의 대표 요리라 볼 수 있다.  친근한 중식을 통해 제주의 중국을 느껴보기 바란다. 웍에서 뿜어져 나오는 열기가 느껴지는 오픈 키친 앞에 서면 오감으로 식도락을 즐길 수 있다."
2861471,39,르토아 베이스먼트,20220928113034,20221201162159,,,"<a href=""https://www.instagram.com/letoit_coffee/""target=""_blank"" title=""새창 : 르토아 베이스먼트 사이트로 이동"">https://www.instagram.com/letoit_coffee/</a>",,http://tong.visitkorea.or.kr/cms/resource/69/2861469_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2861469_image3_1.JPG,Type3,A05,A0502,A05020900,제주특별자치도 제주시 해맞이해안로 1226,,63360,126.8442861920,33.5330179292,6,"르토아 베이스먼트는 제주 평대해변 해안도로에 있다. 제주 로컬카페로 유명한 어반 르토아를 함께 운영하고 있으며, 소금빵과 커피 시그니처 메뉴가 유명하다. 크럼블모카, 아이스비엔나, 아몬드모카, 코코넛커피 등 자체 개발한 커피 메뉴가 다양하며, 음료와 어울리는 다양한 빵도 이 집만의 개성을 가지고 있다. 어린이를 위한 키즈 코코아 메뉴가 있으며 도민은 가격 할인을 받을 수 있다. 반려동물 동반도 가능하다. 주변 여행지로 평대해변, 세화해수욕장, 세화민속오일장 등이 있다."
2837242,39,리보스코화덕피자 연동점,20220816165130,20220916132205,,,,,http://tong.visitkorea.or.kr/cms/resource/32/2837232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2837232_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 수목원길 27,,63141,126.4878685946,33.4694748009,6,"리보스코화덕피자는 제주특별자치도 제주시 연동에 있는 화덕피자 맛집이다. 한라수목원 가는 길에 있어 찾기도 쉽다. 세계 최초로 제주 톳을 이용해 도우를 만들었으며 모든 피자는 톳도우를 사용한다. 대표 메뉴는 해녀톳도우치즈몬지락피자, 해녀톳도우한라산용암피자, 해녀톳도우루꼴라듬뿍피자가 있고 제주 흑돼지 돈가스, 한라봉 에이드도 인기가 많다. 모든 재료는 제주산을 고집한다. 테이블이 7개뿐인 아담하고 조용한 매장으로 예약하고 방문하지 않으면 대기를 해야 한다. 주말에는 브레이크 타임이 없으며 피자를 포장할 경우 할인 가격으로 제공한다. 주변 여행지로 제주 원도심, 한라수목원 등이 있다."
2863832,39,리틀보라카이 브런치&펍,20221005145210,20221005145304,,,,,http://tong.visitkorea.or.kr/cms/resource/23/2863823_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2863823_image3_1.JPG,Type3,A05,A0502,A05020200,제주특별자치도 서귀포시 색달중앙로 38,1층,63534,126.4139741951,33.2586024955,6,"리틀보라카이는 중문관광단지 사거리에 있다. 필리핀 보라카이 컨셉으로 꾸민 브런치 식당이자 펍으로 필리핀 페소를 받는 것이 특이하다. 메뉴는 파스타, 스테이크 등의 브런치 메뉴와 크리스피빠따, 필리핀 스타일 시즐링감바스와 갈릭 라이스 등 동남아 퓨전 음식을 제공한다. 낮에는 브런치 카페로, 저녁에는 펍으로 운영한다. 입식 테이블과 빈백의 좌식 테이블 등 다양한 자리와 보라카이 화이트 비치, 드림캐처 등 이국적인 분위기로 여행자들에게 인기이다. 주변 여행지로 중문색달해수욕장, 베릿내오름, 대포주상절리 등이 있다."
2899709,39,리틀포레스트,20221107130307,20230206170844,0507-1432-0903,리틀포레스트 대표자 안*희,"<a href=""https://www.instagram.com/littleforest_jeju/""target=""_blank"" title=""새창 : 리틀포레스트 사이트로 이동"">https://www.instagram.com/littleforest_jeju/</a>",,http://tong.visitkorea.or.kr/cms/resource/08/2899708_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2899708_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 월평로 15,,63562,126.4592955715,33.2448352854,6,"리틀포레스트는 세귀포시 월평마을회관 근처에 있다. 구옥을 개조한 곳에서 주로 빈티지 그릇과 식재료를 판매한다. 주인장의 감각이 돋보이는 개성있는 빈티지 소품이 많이 있으며 유리그릇, 범랑, 본차이나, 도시락 등 재미있는 그릇이 많다. 자세한 사진 촬영은 할 수 없고, 한쪽에는 카페 공간이 있어 커피를 마실 수 있다. .빈티지한 패브릭, 모티브 뜨개, 조명으로 꾸민  아기자기한 공간으로 여성 방문자 비율이 높다. 주변 여행지로 약천사, 자연치유정원, 월평포구 등이 있다.
※ 반려동물 동반 가능"
2861455,39,릴로,20220928112301,20220928112315,,,,,http://tong.visitkorea.or.kr/cms/resource/37/2861437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2861437_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 종달로 60-12,,63364,126.8951021611,33.4926204410,6,"릴로는 종달초등학교 근처에 있다. 블란서 기사식당을 표방하며 프랑스 가정식을 선보인다. 대표메뉴로 감자수프, 수비드비프타르틴 등이 있으며 소박하고 아기자기한 인테리어와 차림새가 좋은 건강식으로 여성 여행자들에게 인기다. 아침 9시에 오픈하여 오후 3시까지만 문을 여는 브런치 카페로 저녁에는 프랑스어를 가르친다. 영업시간과 매주 월, 화요일 정기휴무, 인터넷 주문도 가능하니 헛걸음하지 않도록 미리 체크하는 것이 좋겠다."
3080468,39,마노르블랑,20231103141427,20240111163257,,,,,,,,A05,A0502,A05020900,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,63527,126.2949957149,33.2548510403,6,"서귀포 바다가 보이는 산방산을 배경으로 2천여 평 규모의 정원에 7000여 본의 유럽 수국과 장미 그리고 동백으로 꾸며진 아름다운 정원이 있는 아날로그감성 뷰맛집 카페이다. 정원 곳곳마다 아기자기한 소품들을 배치해 놓아 다양한 컨셉의 인생샷 촬영지로 인기가 높다.  
제주 봄꽃 축제, 4월~8월엔 유럽수국축제가 열리고, 특히 8월에 개화하기 시작하는 핑크뮬리정원은 제주의 핑크뮬리성지라고 불릴 정도로 바람이 불면 핑크빛 파도가 넘실거리는 환상적인 포토스팟으로 잘 알려져 있다. 핑크뮬리 시즌에 시작하는 댑사리, 팜파스 억새와 능소화 개화도 함께 볼 수 있다. 겨울엔 1천2백 주의 동백군락 감상도 하고 감귤체험, 한라봉체험도 가능하다. 4계절 내내 방문 아름다운 정원 카페이며 카페 안은 엔틱한 소품들과 가구들로 꾸며져 있어 또 다른 구경거리를 제공하고 있다. 카페의 2층은 성인만 이용 가능하며 성인 동반 이용은 불가하다.
마노르블랑 방문할 때 근처 용머리해안과 송악산둘레길도 코스에 넣어 함께 둘러보는 것도 추천한다."
2853302,39,마노커피하우스,20220914133427,20220914133438,,,"<a href=""https://manocoffeeshop.modoo.at/""target=""_blank"" title=""새창 : 마노커피하우스 사이트로 이동"">https://manocoffeeshop.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/95/2853295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2853295_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 중문상로 97,,63545,126.4275397230,33.2569056747,6,"마노커피하우스는 중문관광단지 뒤 주택가에 있다. 로스터리 카페로 스페셜티 커피 전문점이다. 세계 3대 커피 중 하나로 알려진 파나마 에스메랄다 게이샤를 맛볼 수 있는 곳이며 자메이카블루마운틴, 하와이안코나, 예멘모카마타리 등 스페셜티 핸드드립 커피를 맛볼 수 있다. 진지하게 커피를 음미하고자 하는 여행자 사이에 입소문이 난 곳이다. 원두와 드립백으로 구입도 가능하며, 제주산말차쿠키와 함께 즐겨도 좋다. 주차장도 넓은 편이다. 근처 여행지로 베릿내오름, 제주국제평화센터, 대포주상절리 등이 있다."
2851992,39,마니주,20220908140251,20220908140302,,,,,http://tong.visitkorea.or.kr/cms/resource/89/2851989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2851989_image3_1.jpg,Type3,A05,A0502,A05020300,제주특별자치도 제주시 광령2길 102,"1,2층",63062,126.4288713573,33.4512036648,6,"일식당 마니주는 제주시 애월읍 광령리, 제주 관광대학교 근처에 있다. 메뉴는 특회정식과 푸짐회 정식, 한상차림 등으로 나뉘는데 상차림에 따라 가격에 차이가 있다. 통갈치, 전복, 활어회, 초밥, 매운탕 등 푸짐한 가짓수에 비해 가성비가 좋은 편으로 기본 한상차림의 경우 회, 초밥, 전복, 전복죽, 해초 국수, 통갈치, 매운탕, 튀김 등이 나온다. 단품으로 매운탕 정식이나, 전복죽도 판매한다. 근처 여행지로 제주공룡랜드, 항파두리항몽유적지 등이 있다."
1883573,39,마돈,20140109201840,20230615133243,064-784-5379,마돈,"<a href=""http://madon.creatorlink.net"" target=""_blank"" title=""새창 : 마돈 홈페이지로 이동"">http://madon.creatorlink.net</a>",,,,,A05,A0502,A05020100,제주특별자치도 서귀포시 성산읍 섭지코지로 56,,63641,126.9218927770,33.4374853001,6,"마돈은 제주 서귀포시 성산읍 섭지코지 인근에 위치한 제주말고기와 흑돼지 전문점이다. 이곳은 청정 제주 농장의 흑돼지와 푸른 초원에서 자란 건강한 제주마(馬)만을 고집한다. 또한 쌈 채소와 밑반찬을 직접 농사지어 유기농으로 제공하여 믿고 방문할 수 있다. 대표 메뉴는 마사시미, 마구이, 흑돼지 오겹살이다. 주변 관광지로 성산일출봉, 섭지코지, 아쿠아플라넷, 우도 등이 있다."
